Freq.	I(R1)
2.66072505979846e+001	(-5.55666418968126e+001dB,-9.47781971156665e+001°)
2.66685866452113e+001	(-5.55467809878812e+001dB,-9.47891608224326e+001°)
2.67300640866296e+001	(-5.55269207164796e+001dB,-9.48001494504097e+001°)
2.67916832481868e+001	(-5.55070610855094e+001dB,-9.48111630546244e+001°)
2.68534444565816e+001	(-5.54872020978849e+001dB,-9.48222016902143e+001°)
2.69153480392656e+001	(-5.54673437565338e+001dB,-9.48332654124271e+001°)
2.69773943244457e+001	(-5.54474860643968e+001dB,-9.48443542766215e+001°)
2.70395836410849e+001	(-5.54276290244278e+001dB,-9.48554683382667e+001°)
2.71019163189049e+001	(-5.54077726395939e+001dB,-9.48666076529427e+001°)
2.71643926883873e+001	(-5.53879169128756e+001dB,-9.48777722763407e+001°)
2.72270130807756e+001	(-5.53680618472666e+001dB,-9.48889622642630e+001°)
2.72897778280768e+001	(-5.53482074457742e+001dB,-9.49001776726233e+001°)
2.73526872630635e+001	(-5.53283537114191e+001dB,-9.49114185574466e+001°)
2.74157417192752e+001	(-5.53085006472354e+001dB,-9.49226849748696e+001°)
2.74789415310204e+001	(-5.52886482562711e+001dB,-9.49339769811407e+001°)
2.75422870333781e+001	(-5.52687965415875e+001dB,-9.49452946326201e+001°)
2.76057785621998e+001	(-5.52489455062598e+001dB,-9.49566379857803e+001°)
2.76694164541115e+001	(-5.52290951533770e+001dB,-9.49680070972057e+001°)
2.77332010465148e+001	(-5.52092454860419e+001dB,-9.49794020235927e+001°)
2.77971326775892e+001	(-5.51893965073712e+001dB,-9.49908228217509e+001°)
2.78612116862940e+001	(-5.51695482204953e+001dB,-9.50022695486015e+001°)
2.79254384123697e+001	(-5.51497006285591e+001dB,-9.50137422611792e+001°)
2.79898131963400e+001	(-5.51298537347211e+001dB,-9.50252410166311e+001°)
2.80543363795135e+001	(-5.51100075421542e+001dB,-9.50367658722174e+001°)
2.81190083039857e+001	(-5.50901620540454e+001dB,-9.50483168853114e+001°)
2.81838293126408e+001	(-5.50703172735960e+001dB,-9.50598941133994e+001°)
2.82487997491534e+001	(-5.50504732040215e+001dB,-9.50714976140813e+001°)
2.83139199579901e+001	(-5.50306298485521e+001dB,-9.50831274450707e+001°)
2.83791902844118e+001	(-5.50107872104319e+001dB,-9.50947836641942e+001°)
2.84446110744754e+001	(-5.49909452929201e+001dB,-9.51064663293925e+001°)
2.85101826750353e+001	(-5.49711040992900e+001dB,-9.51181754987206e+001°)
2.85759054337457e+001	(-5.49512636328297e+001dB,-9.51299112303466e+001°)
2.86417796990620e+001	(-5.49314238968421e+001dB,-9.51416735825536e+001°)
2.87078058202431e+001	(-5.49115848946447e+001dB,-9.51534626137385e+001°)
2.87739841473529e+001	(-5.48917466295698e+001dB,-9.51652783824128e+001°)
2.88403150312623e+001	(-5.48719091049648e+001dB,-9.51771209472024e+001°)
2.89067988236509e+001	(-5.48520723241918e+001dB,-9.51889903668480e+001°)
2.89734358770094e+001	(-5.48322362906279e+001dB,-9.52008867002049e+001°)
2.90402265446407e+001	(-5.48124010076656e+001dB,-9.52128100062435e+001°)
2.91071711806622e+001	(-5.47925664787122e+001dB,-9.52247603440492e+001°)
2.91742701400078e+001	(-5.47727327071903e+001dB,-9.52367377728224e+001°)
2.92415237784295e+001	(-5.47528996965379e+001dB,-9.52487423518789e+001°)
2.93089324524993e+001	(-5.47330674502081e+001dB,-9.52607741406499e+001°)
2.93764965196114e+001	(-5.47132359716696e+001dB,-9.52728331986823e+001°)
2.94442163379837e+001	(-5.46934052644066e+001dB,-9.52849195856383e+001°)
2.95120922666599e+001	(-5.46735753319186e+001dB,-9.52970333612962e+001°)
2.95801246655115e+001	(-5.46537461777209e+001dB,-9.53091745855500e+001°)
2.96483138952395e+001	(-5.46339178053444e+001dB,-9.53213433184097e+001°)
2.97166603173763e+001	(-5.46140902183357e+001dB,-9.53335396200017e+001°)
2.97851642942879e+001	(-5.45942634202574e+001dB,-9.53457635505683e+001°)
2.98538261891756e+001	(-5.45744374146876e+001dB,-9.53580151704682e+001°)
2.99226463660779e+001	(-5.45546122052208e+001dB,-9.53702945401772e+001°)
2.99916251898725e+001	(-5.45347877954671e+001dB,-9.53826017202867e+001°)
3.00607630262783e+001	(-5.45149641890529e+001dB,-9.53949367715058e+001°)
3.01300602418572e+001	(-5.44951413896207e+001dB,-9.54072997546596e+001°)
3.01995172040161e+001	(-5.44753194008292e+001dB,-9.54196907306908e+001°)
3.02691342810090e+001	(-5.44554982263534e+001dB,-9.54321097606588e+001°)
3.03389118419387e+001	(-5.44356778698846e+001dB,-9.54445569057404e+001°)
3.04088502567587e+001	(-5.44158583351305e+001dB,-9.54570322272294e+001°)
3.04789498962758e+001	(-5.43960396258156e+001dB,-9.54695357865373e+001°)
3.05492111321511e+001	(-5.43762217456805e+001dB,-9.54820676451929e+001°)
3.06196343369027e+001	(-5.43564046984827e+001dB,-9.54946278648429e+001°)
3.06902198839075e+001	(-5.43365884879965e+001dB,-9.55072165072513e+001°)
3.07609681474030e+001	(-5.43167731180127e+001dB,-9.55198336343002e+001°)
3.08318795024894e+001	(-5.42969585923391e+001dB,-9.55324793079898e+001°)
3.09029543251318e+001	(-5.42771449148005e+001dB,-9.55451535904380e+001°)
3.09741929921617e+001	(-5.42573320892385e+001dB,-9.55578565438812e+001°)
3.10455958812794e+001	(-5.42375201195119e+001dB,-9.55705882306737e+001°)
3.11171633710560e+001	(-5.42177090094967e+001dB,-9.55833487132884e+001°)
3.11888958409352e+001	(-5.41978987630860e+001dB,-9.55961380543169e+001°)
3.12607936712354e+001	(-5.41780893841900e+001dB,-9.56089563164688e+001°)
3.13328572431517e+001	(-5.41582808767368e+001dB,-9.56218035625728e+001°)
3.14050869387580e+001	(-5.41384732446713e+001dB,-9.56346798555763e+001°)
3.14774831410089e+001	(-5.41186664919564e+001dB,-9.56475852585455e+001°)
3.15500462337420e+001	(-5.40988606225723e+001dB,-9.56605198346656e+001°)
3.16227766016796e+001	(-5.40790556405169e+001dB,-9.56734836472408e+001°)
3.16956746304307e+001	(-5.40592515498059e+001dB,-9.56864767596947e+001°)
3.17687407064934e+001	(-5.40394483544728e+001dB,-9.56994992355699e+001°)
3.18419752172570e+001	(-5.40196460585690e+001dB,-9.57125511385285e+001°)
3.19153785510033e+001	(-5.39998446661637e+001dB,-9.57256325323520e+001°)
3.19889510969097e+001	(-5.39800441813444e+001dB,-9.57387434809415e+001°)
3.20626932450503e+001	(-5.39602446082163e+001dB,-9.57518840483176e+001°)
3.21366053863989e+001	(-5.39404459509033e+001dB,-9.57650542986211e+001°)
3.22106879128300e+001	(-5.39206482135472e+001dB,-9.57782542961117e+001°)
3.22849412171220e+001	(-5.39008514003082e+001dB,-9.57914841051699e+001°)
3.23593656929585e+001	(-5.38810555153651e+001dB,-9.58047437902958e+001°)
3.24339617349306e+001	(-5.38612605629149e+001dB,-9.58180334161098e+001°)
3.25087297385391e+001	(-5.38414665471735e+001dB,-9.58313530473520e+001°)
3.25836701001965e+001	(-5.38216734723751e+001dB,-9.58447027488832e+001°)
3.26587832172292e+001	(-5.38018813427730e+001dB,-9.58580825856846e+001°)
3.27340694878794e+001	(-5.37820901626390e+001dB,-9.58714926228572e+001°)
3.28095293113075e+001	(-5.37622999362640e+001dB,-9.58849329256235e+001°)
3.28851630875939e+001	(-5.37425106679578e+001dB,-9.58984035593255e+001°)
3.29609712177413e+001	(-5.37227223620492e+001dB,-9.59119045894268e+001°)
3.30369541036770e+001	(-5.37029350228861e+001dB,-9.59254360815110e+001°)
3.31131121482546e+001	(-5.36831486548359e+001dB,-9.59389981012829e+001°)
3.31894457552565e+001	(-5.36633632622849e+001dB,-9.59525907145684e+001°)
3.32659553293959e+001	(-5.36435788496390e+001dB,-9.59662139873138e+001°)
3.33426412763190e+001	(-5.36237954213235e+001dB,-9.59798679855870e+001°)
3.34195040026069e+001	(-5.36040129817832e+001dB,-9.59935527755767e+001°)
3.34965439157782e+001	(-5.35842315354827e+001dB,-9.60072684235928e+001°)
3.35737614242909e+001	(-5.35644510869060e+001dB,-9.60210149960667e+001°)
3.36511569375445e+001	(-5.35446716405572e+001dB,-9.60347925595507e+001°)
3.37287308658823e+001	(-5.35248932009600e+001dB,-9.60486011807190e+001°)
3.38064836205936e+001	(-5.35051157726581e+001dB,-9.60624409263672e+001°)
3.38844156139157e+001	(-5.34853393602155e+001dB,-9.60763118634119e+001°)
3.39625272590362e+001	(-5.34655639682159e+001dB,-9.60902140588918e+001°)
3.40408189700955e+001	(-5.34457896012636e+001dB,-9.61041475799671e+001°)
3.41192911621882e+001	(-5.34260162639830e+001dB,-9.61181124939200e+001°)
3.41979442513662e+001	(-5.34062439610187e+001dB,-9.61321088681539e+001°)
3.42767786546404e+001	(-5.33864726970361e+001dB,-9.61461367701945e+001°)
3.43557947899828e+001	(-5.33667024767209e+001dB,-9.61601962676893e+001°)
3.44349930763292e+001	(-5.33469333047795e+001dB,-9.61742874284079e+001°)
3.45143739335809e+001	(-5.33271651859391e+001dB,-9.61884103202415e+001°)
3.45939377826075e+001	(-5.33073981249475e+001dB,-9.62025650112036e+001°)
3.46736850452484e+001	(-5.32876321265737e+001dB,-9.62167515694300e+001°)
3.47536161443158e+001	(-5.32678671956073e+001dB,-9.62309700631786e+001°)
3.48337315035964e+001	(-5.32481033368593e+001dB,-9.62452205608292e+001°)
3.49140315478538e+001	(-5.32283405551616e+001dB,-9.62595031308844e+001°)
3.49945167028310e+001	(-5.32085788553674e+001dB,-9.62738178419685e+001°)
3.50751873952520e+001	(-5.31888182423514e+001dB,-9.62881647628287e+001°)
3.51560440528250e+001	(-5.31690587210095e+001dB,-9.63025439623344e+001°)
3.52370871042439e+001	(-5.31493002962593e+001dB,-9.63169555094776e+001°)
3.53183169791909e+001	(-5.31295429730397e+001dB,-9.63313994733724e+001°)
3.53997341083386e+001	(-5.31097867563116e+001dB,-9.63458759232559e+001°)
3.54813389233527e+001	(-5.30900316510576e+001dB,-9.63603849284876e+001°)
3.55631318568937e+001	(-5.30702776622819e+001dB,-9.63749265585492e+001°)
3.56451133426195e+001	(-5.30505247950110e+001dB,-9.63895008830460e+001°)
3.57272838151880e+001	(-5.30307730542933e+001dB,-9.64041079717052e+001°)
3.58096437102587e+001	(-5.30110224451994e+001dB,-9.64187478943770e+001°)
3.58921934644956e+001	(-5.29912729728220e+001dB,-9.64334207210342e+001°)
3.59749335155693e+001	(-5.29715246422762e+001dB,-9.64481265217724e+001°)
3.60578643021593e+001	(-5.29517774586996e+001dB,-9.64628653668103e+001°)
3.61409862639564e+001	(-5.29320314272521e+001dB,-9.64776373264892e+001°)
3.62242998416649e+001	(-5.29122865531164e+001dB,-9.64924424712731e+001°)
3.63078054770051e+001	(-5.28925428414978e+001dB,-9.65072808717493e+001°)
3.63915036127157e+001	(-5.28728002976244e+001dB,-9.65221525986276e+001°)
3.64753946925558e+001	(-5.28530589267472e+001dB,-9.65370577227410e+001°)
3.65594791613075e+001	(-5.28333187341402e+001dB,-9.65519963150452e+001°)
3.66437574647783e+001	(-5.28135797251003e+001dB,-9.65669684466192e+001°)
3.67282300498034e+001	(-5.27938419049478e+001dB,-9.65819741886648e+001°)
3.68128973642481e+001	(-5.27741052790262e+001dB,-9.65970136125067e+001°)
3.68977598570100e+001	(-5.27543698527022e+001dB,-9.66120867895926e+001°)
3.69828179780215e+001	(-5.27346356313661e+001dB,-9.66271937914936e+001°)
3.70680721782525e+001	(-5.27149026204317e+001dB,-9.66423346899032e+001°)
3.71535229097121e+001	(-5.26951708253365e+001dB,-9.66575095566383e+001°)
3.72391706254517e+001	(-5.26754402515416e+001dB,-9.66727184636392e+001°)
3.73250157795669e+001	(-5.26557109045322e+001dB,-9.66879614829685e+001°)
3.74110588272002e+001	(-5.26359827898173e+001dB,-9.67032386868121e+001°)
3.74973002245432e+001	(-5.26162559129297e+001dB,-9.67185501474794e+001°)
3.75837404288392e+001	(-5.25965302794267e+001dB,-9.67338959374022e+001°)
3.76703798983857e+001	(-5.25768058948897e+001dB,-9.67492761291356e+001°)
3.77572190925364e+001	(-5.25570827649243e+001dB,-9.67646907953579e+001°)
3.78442584717041e+001	(-5.25373608951607e+001dB,-9.67801400088704e+001°)
3.79314984973629e+001	(-5.25176402912537e+001dB,-9.67956238425969e+001°)
3.80189396320509e+001	(-5.24979209588825e+001dB,-9.68111423695849e+001°)
3.81065823393720e+001	(-5.24782029037511e+001dB,-9.68266956630046e+001°)
3.81944270839994e+001	(-5.24584861315885e+001dB,-9.68422837961489e+001°)
3.82824743316770e+001	(-5.24387706481484e+001dB,-9.68579068424344e+001°)
3.83707245492226e+001	(-5.24190564592098e+001dB,-9.68735648753998e+001°)
3.84591782045300e+001	(-5.23993435705765e+001dB,-9.68892579687073e+001°)
3.85478357665718e+001	(-5.23796319880778e+001dB,-9.69049861961417e+001°)
3.86366977054016e+001	(-5.23599217175684e+001dB,-9.69207496316109e+001°)
3.87257644921564e+001	(-5.23402127649281e+001dB,-9.69365483491455e+001°)
3.88150365990594e+001	(-5.23205051360626e+001dB,-9.69523824228990e+001°)
3.89045144994227e+001	(-5.23007988369031e+001dB,-9.69682519271475e+001°)
3.89941986676489e+001	(-5.22810938734066e+001dB,-9.69841569362902e+001°)
3.90840895792348e+001	(-5.22613902515559e+001dB,-9.70000975248488e+001°)
3.91741877107729e+001	(-5.22416879773597e+001dB,-9.70160737674677e+001°)
3.92644935399545e+001	(-5.22219870568531e+001dB,-9.70320857389141e+001°)
3.93550075455723e+001	(-5.22022874960970e+001dB,-9.70481335140775e+001°)
3.94457302075224e+001	(-5.21825893011788e+001dB,-9.70642171679703e+001°)
3.95366620068073e+001	(-5.21628924782122e+001dB,-9.70803367757274e+001°)
3.96278034255384e+001	(-5.21431970333374e+001dB,-9.70964924126059e+001°)
3.97191549469385e+001	(-5.21235029727213e+001dB,-9.71126841539855e+001°)
3.98107170553442e+001	(-5.21038103025573e+001dB,-9.71289120753683e+001°)
3.99024902362087e+001	(-5.20841190290659e+001dB,-9.71451762523786e+001°)
3.99944749761042e+001	(-5.20644291584942e+001dB,-9.71614767607634e+001°)
4.00866717627247e+001	(-5.20447406971167e+001dB,-9.71778136763911e+001°)
4.01790810848884e+001	(-5.20250536512347e+001dB,-9.71941870752529e+001°)
4.02717034325403e+001	(-5.20053680271769e+001dB,-9.72105970334620e+001°)
4.03645392967549e+001	(-5.19856838312995e+001dB,-9.72270436272534e+001°)
4.04575891697386e+001	(-5.19660010699859e+001dB,-9.72435269329841e+001°)
4.05508535448327e+001	(-5.19463197496473e+001dB,-9.72600470271331e+001°)
4.06443329165156e+001	(-5.19266398767224e+001dB,-9.72766039863014e+001°)
4.07380277804056e+001	(-5.19069614576780e+001dB,-9.72931978872110e+001°)
4.08319386332635e+001	(-5.18872844990083e+001dB,-9.73098288067065e+001°)
4.09260659729954e+001	(-5.18676090072362e+001dB,-9.73264968217534e+001°)
4.10204102986550e+001	(-5.18479349889121e+001dB,-9.73432020094390e+001°)
4.11149721104465e+001	(-5.18282624506150e+001dB,-9.73599444469719e+001°)
4.12097519097273e+001	(-5.18085913989523e+001dB,-9.73767242116822e+001°)
4.13047501990104e+001	(-5.17889218405596e+001dB,-9.73935413810209e+001°)
4.13999674819672e+001	(-5.17692537821014e+001dB,-9.74103960325606e+001°)
4.14954042634305e+001	(-5.17495872302707e+001dB,-9.74272882439945e+001°)
4.15910610493964e+001	(-5.17299221917894e+001dB,-9.74442180931372e+001°)
4.16869383470277e+001	(-5.17102586734082e+001dB,-9.74611856579238e+001°)
4.17830366646563e+001	(-5.16905966819070e+001dB,-9.74781910164103e+001°)
4.18793565117860e+001	(-5.16709362240948e+001dB,-9.74952342467733e+001°)
4.19758983990949e+001	(-5.16512773068099e+001dB,-9.75123154273101e+001°)
4.20726628384385e+001	(-5.16316199369200e+001dB,-9.75294346364382e+001°)
4.21696503428523e+001	(-5.16119641213223e+001dB,-9.75465919526957e+001°)
4.22668614265544e+001	(-5.15923098669435e+001dB,-9.75637874547407e+001°)
4.23642966049482e+001	(-5.15726571807402e+001dB,-9.75810212213514e+001°)
4.24619563946253e+001	(-5.15530060696989e+001dB,-9.75982933314261e+001°)
4.25598413133683e+001	(-5.15333565408358e+001dB,-9.76156038639830e+001°)
4.26579518801533e+001	(-5.15137086011976e+001dB,-9.76329528981598e+001°)
4.27562886151526e+001	(-5.14940622578608e+001dB,-9.76503405132137e+001°)
4.28548520397379e+001	(-5.14744175179326e+001dB,-9.76677667885220e+001°)
4.29536426764827e+001	(-5.14547743885503e+001dB,-9.76852318035805e+001°)
4.30526610491650e+001	(-5.14351328768822e+001dB,-9.77027356380050e+001°)
4.31519076827704e+001	(-5.14154929901268e+001dB,-9.77202783715296e+001°)
4.32513831034948e+001	(-5.13958547355138e+001dB,-9.77378600840078e+001°)
4.33510878387468e+001	(-5.13762181203037e+001dB,-9.77554808554119e+001°)
4.34510224171510e+001	(-5.13565831517880e+001dB,-9.77731407658325e+001°)
4.35511873685507e+001	(-5.13369498372894e+001dB,-9.77908398954788e+001°)
4.36515832240104e+001	(-5.13173181841620e+001dB,-9.78085783246784e+001°)
4.37522105158190e+001	(-5.12976881997913e+001dB,-9.78263561338770e+001°)
4.38530697774924e+001	(-5.12780598915941e+001dB,-9.78441734036384e+001°)
4.39541615437762e+001	(-5.12584332670192e+001dB,-9.78620302146441e+001°)
4.40554863506491e+001	(-5.12388083335469e+001dB,-9.78799266476932e+001°)
4.41570447353250e+001	(-5.12191850986897e+001dB,-9.78978627837025e+001°)
4.42588372362564e+001	(-5.11995635699920e+001dB,-9.79158387037062e+001°)
4.43608643931370e+001	(-5.11799437550303e+001dB,-9.79338544888552e+001°)
4.44631267469046e+001	(-5.11603256614134e+001dB,-9.79519102204178e+001°)
4.45656248397440e+001	(-5.11407092967826e+001dB,-9.79700059797789e+001°)
4.46683592150900e+001	(-5.11210946688116e+001dB,-9.79881418484402e+001°)
4.47713304176299e+001	(-5.11014817852071e+001dB,-9.80063179080197e+001°)
4.48745389933069e+001	(-5.10818706537081e+001dB,-9.80245342402515e+001°)
4.49779854893224e+001	(-5.10622612820869e+001dB,-9.80427909269860e+001°)
4.50816704541396e+001	(-5.10426536781486e+001dB,-9.80610880501892e+001°)
4.51855944374858e+001	(-5.10230478497316e+001dB,-9.80794256919429e+001°)
4.52897579903557e+001	(-5.10034438047077e+001dB,-9.80978039344441e+001°)
4.53941616650139e+001	(-5.09838415509819e+001dB,-9.81162228600055e+001°)
4.54988060149984e+001	(-5.09642410964928e+001dB,-9.81346825510543e+001°)
4.56036915951231e+001	(-5.09446424492129e+001dB,-9.81531830901328e+001°)
4.57088189614810e+001	(-5.09250456171483e+001dB,-9.81717245598977e+001°)
4.58141886714468e+001	(-5.09054506083390e+001dB,-9.81903070431203e+001°)
4.59198012836803e+001	(-5.08858574308594e+001dB,-9.82089306226858e+001°)
4.60256573581291e+001	(-5.08662660928176e+001dB,-9.82275953815934e+001°)
4.61317574560314e+001	(-5.08466766023565e+001dB,-9.82463014029562e+001°)
4.62381021399195e+001	(-5.08270889676533e+001dB,-9.82650487700002e+001°)
4.63446919736222e+001	(-5.08075031969197e+001dB,-9.82838375660653e+001°)
4.64515275222683e+001	(-5.07879192984023e+001dB,-9.83026678746038e+001°)
4.65586093522893e+001	(-5.07683372803823e+001dB,-9.83215397791810e+001°)
4.66659380314222e+001	(-5.07487571511763e+001dB,-9.83404533634745e+001°)
4.67735141287132e+001	(-5.07291789191357e+001dB,-9.83594087112744e+001°)
4.68813382145198e+001	(-5.07096025926472e+001dB,-9.83784059064824e+001°)
4.69894108605148e+001	(-5.06900281801330e+001dB,-9.83974450331122e+001°)
4.70977326396886e+001	(-5.06704556900509e+001dB,-9.84165261752889e+001°)
4.72063041263523e+001	(-5.06508851308941e+001dB,-9.84356494172485e+001°)
4.73151258961413e+001	(-5.06313165111918e+001dB,-9.84548148433382e+001°)
4.74241985260177e+001	(-5.06117498395090e+001dB,-9.84740225380157e+001°)
4.75335225942737e+001	(-5.05921851244471e+001dB,-9.84932725858491e+001°)
4.76430986805348e+001	(-5.05726223746432e+001dB,-9.85125650715165e+001°)
4.77529273657623e+001	(-5.05530615987712e+001dB,-9.85319000798058e+001°)
4.78630092322570e+001	(-5.05335028055411e+001dB,-9.85512776956144e+001°)
4.79733448636620e+001	(-5.05139460036998e+001dB,-9.85706980039489e+001°)
4.80839348449660e+001	(-5.04943912020309e+001dB,-9.85901610899248e+001°)
4.81947797625058e+001	(-5.04748384093548e+001dB,-9.86096670387661e+001°)
4.83058802039703e+001	(-5.04552876345289e+001dB,-9.86292159358052e+001°)
4.84172367584030e+001	(-5.04357388864480e+001dB,-9.86488078664825e+001°)
4.85288500162052e+001	(-5.04161921740439e+001dB,-9.86684429163459e+001°)
4.86407205691392e+001	(-5.03966475062861e+001dB,-9.86881211710508e+001°)
4.87528490103316e+001	(-5.03771048921815e+001dB,-9.87078427163597e+001°)
4.88652359342763e+001	(-5.03575643407749e+001dB,-9.87276076381414e+001°)
4.89778819368376e+001	(-5.03380258611488e+001dB,-9.87474160223715e+001°)
4.90907876152533e+001	(-5.03184894624238e+001dB,-9.87672679551315e+001°)
4.92039535681380e+001	(-5.02989551537587e+001dB,-9.87871635226084e+001°)
4.93173803954865e+001	(-5.02794229443504e+001dB,-9.88071028110950e+001°)
4.94310686986764e+001	(-5.02598928434345e+001dB,-9.88270859069884e+001°)
4.95450190804719e+001	(-5.02403648602849e+001dB,-9.88471128967910e+001°)
4.96592321450265e+001	(-5.02208390042145e+001dB,-9.88671838671093e+001°)
4.97737084978864e+001	(-5.02013152845747e+001dB,-9.88872989046536e+001°)
4.98884487459940e+001	(-5.01817937107563e+001dB,-9.89074580962378e+001°)
5.00034534976907e+001	(-5.01622742921889e+001dB,-9.89276615287793e+001°)
5.01187233627200e+001	(-5.01427570383417e+001dB,-9.89479092892979e+001°)
5.02342589522315e+001	(-5.01232419587230e+001dB,-9.89682014649160e+001°)
5.03500608787832e+001	(-5.01037290628810e+001dB,-9.89885381428583e+001°)
5.04661297563456e+001	(-5.00842183604034e+001dB,-9.90089194104509e+001°)
5.05824662003041e+001	(-5.00647098609180e+001dB,-9.90293453551213e+001°)
5.06990708274631e+001	(-5.00452035740922e+001dB,-9.90498160643980e+001°)
5.08159442560487e+001	(-5.00256995096341e+001dB,-9.90703316259097e+001°)
5.09330871057122e+001	(-5.00061976772917e+001dB,-9.90908921273853e+001°)
5.10504999975333e+001	(-4.99866980868536e+001dB,-9.91114976566538e+001°)
5.11681835540234e+001	(-4.99672007481489e+001dB,-9.91321483016428e+001°)
5.12861383991291e+001	(-4.99477056710478e+001dB,-9.91528441503792e+001°)
5.14043651582352e+001	(-4.99282128654609e+001dB,-9.91735852909882e+001°)
5.15228644581682e+001	(-4.99087223413402e+001dB,-9.91943718116930e+001°)
5.16416369271996e+001	(-4.98892341086787e+001dB,-9.92152038008144e+001°)
5.17606831950493e+001	(-4.98697481775109e+001dB,-9.92360813467701e+001°)
5.18800038928886e+001	(-4.98502645579126e+001dB,-9.92570045380748e+001°)
5.19995996533441e+001	(-4.98307832600015e+001dB,-9.92779734633394e+001°)
5.21194711105005e+001	(-4.98113042939368e+001dB,-9.92989882112703e+001°)
5.22396188999044e+001	(-4.97918276699199e+001dB,-9.93200488706695e+001°)
5.23600436585674e+001	(-4.97723533981941e+001dB,-9.93411555304336e+001°)
5.24807460249697e+001	(-4.97528814890450e+001dB,-9.93623082795541e+001°)
5.26017266390630e+001	(-4.97334119528006e+001dB,-9.93835072071158e+001°)
5.27229861422746e+001	(-4.97139447998316e+001dB,-9.94047524022974e+001°)
5.28445251775104e+001	(-4.96944800405510e+001dB,-9.94260439543704e+001°)
5.29663443891581e+001	(-4.96750176854151e+001dB,-9.94473819526986e+001°)
5.30884444230911e+001	(-4.96555577449230e+001dB,-9.94687664867382e+001°)
5.32108259266717e+001	(-4.96361002296168e+001dB,-9.94901976460366e+001°)
5.33334895487544e+001	(-4.96166451500821e+001dB,-9.95116755202321e+001°)
5.34564359396894e+001	(-4.95971925169481e+001dB,-9.95332001990537e+001°)
5.35796657513264e+001	(-4.95777423408872e+001dB,-9.95547717723204e+001°)
5.37031796370175e+001	(-4.95582946326159e+001dB,-9.95763903299402e+001°)
5.38269782516210e+001	(-4.95388494028945e+001dB,-9.95980559619105e+001°)
5.39510622515049e+001	(-4.95194066625274e+001dB,-9.96197687583170e+001°)
5.40754322945502e+001	(-4.94999664223632e+001dB,-9.96415288093330e+001°)
5.42000890401545e+001	(-4.94805286932951e+001dB,-9.96633362052195e+001°)
5.43250331492354e+001	(-4.94610934862604e+001dB,-9.96851910363239e+001°)
5.44502652842342e+001	(-4.94416608122415e+001dB,-9.97070933930800e+001°)
5.45757861091192e+001	(-4.94222306822655e+001dB,-9.97290433660072e+001°)
5.47015962893892e+001	(-4.94028031074046e+001dB,-9.97510410457100e+001°)
5.48276964920774e+001	(-4.93833780987760e+001dB,-9.97730865228776e+001°)
5.49540873857544e+001	(-4.93639556675423e+001dB,-9.97951798882829e+001°)
5.50807696405323e+001	(-4.93445358249116e+001dB,-9.98173212327823e+001°)
5.52077439280677e+001	(-4.93251185821377e+001dB,-9.98395106473150e+001°)
5.53350109215656e+001	(-4.93057039505201e+001dB,-9.98617482229024e+001°)
5.54625712957830e+001	(-4.92862919414044e+001dB,-9.98840340506474e+001°)
5.55904257270322e+001	(-4.92668825661821e+001dB,-9.99063682217342e+001°)
5.57185748931848e+001	(-4.92474758362911e+001dB,-9.99287508274271e+001°)
5.58470194736749e+001	(-4.92280717632158e+001dB,-9.99511819590701e+001°)
5.59757601495028e+001	(-4.92086703584869e+001dB,-9.99736617080867e+001°)
5.61047976032388e+001	(-4.91892716336824e+001dB,-9.99961901659788e+001°)
5.62341325190267e+001	(-4.91698756004266e+001dB,-1.00018767424326e+002°)
5.63637655825872e+001	(-4.91504822703913e+001dB,-1.00041393574786e+002°)
5.64936974812220e+001	(-4.91310916552953e+001dB,-1.00064068709091e+002°)
5.66239289038170e+001	(-4.91117037669049e+001dB,-1.00086792919052e+002°)
5.67544605408464e+001	(-4.90923186170340e+001dB,-1.00109566296554e+002°)
5.68852930843758e+001	(-4.90729362175441e+001dB,-1.00132388933556e+002°)
5.70164272280664e+001	(-4.90535565803446e+001dB,-1.00155260922092e+002°)
5.71478636671783e+001	(-4.90341797173929e+001dB,-1.00178182354269e+002°)
5.72796030985745e+001	(-4.90148056406949e+001dB,-1.00201153322266e+002°)
5.74116462207243e+001	(-4.89954343623044e+001dB,-1.00224173918334e+002°)
5.75439937337072e+001	(-4.89760658943241e+001dB,-1.00247244234798e+002°)
5.76766463392166e+001	(-4.89567002489052e+001dB,-1.00270364364050e+002°)
5.78096047405633e+001	(-4.89373374382479e+001dB,-1.00293534398553e+002°)
5.79428696426796e+001	(-4.89179774746011e+001dB,-1.00316754430839e+002°)
5.80764417521227e+001	(-4.88986203702633e+001dB,-1.00340024553510e+002°)
5.82103217770786e+001	(-4.88792661375821e+001dB,-1.00363344859234e+002°)
5.83445104273659e+001	(-4.88599147889546e+001dB,-1.00386715440747e+002°)
5.84790084144395e+001	(-4.88405663368277e+001dB,-1.00410136390849e+002°)
5.86138164513942e+001	(-4.88212207936980e+001dB,-1.00433607802408e+002°)
5.87489352529690e+001	(-4.88018781721122e+001dB,-1.00457129768357e+002°)
5.88843655355502e+001	(-4.87825384846671e+001dB,-1.00480702381691e+002°)
5.90201080171757e+001	(-4.87632017440099e+001dB,-1.00504325735469e+002°)
5.91561634175387e+001	(-4.87438679628382e+001dB,-1.00527999922813e+002°)
5.92925324579912e+001	(-4.87245371539004e+001dB,-1.00551725036905e+002°)
